Date,Open,High,Low,Close,Volume,MA9,MA21,uptrend,downtrend,upcross,downcross
2025-12-15 00:00:00+00:00,88171.078125,89983.921875,85304.078125,86419.78125,45559514323,90381.546875,90321.24888392857,0,1,,
2025-12-16 00:00:00+00:00,86424.40625,88170.09375,85381.6875,87843.984375,41262178223,90096.91840277778,90345.15811011905,0,1,,
2025-12-17 00:00:00+00:00,87847.6171875,90264.5703125,85316.265625,86143.7578125,44243392914,89597.31336805556,90136.84337797618,0,1,,
2025-12-18 00:00:00+00:00,86144.3671875,89412.6640625,84436.3125,85462.5078125,52667115348,88794.06857638889,89859.56398809524,0,1,,
2025-12-19 00:00:00+00:00,85476.1328125,89339.1171875,85107.6640625,88103.3828125,46733310561,88358.78385416667,89725.47433035714,0,1,,
2025-12-20 00:00:00+00:00,88101.671875,88497.203125,87924.875,88344.0,14688196659,87895.74652777778,89606.05729166667,0,1,,
2025-12-21 00:00:00+00:00,88344.703125,89027.953125,87613.203125,88621.75,19845522660,87712.56163194444,89521.64955357143,0,1,,
2025-12-22 00:00:00+00:00,88621.3984375,90501.9296875,87908.0703125,88490.015625,38047472118,87511.59548611111,89624.90885416667,0,1,,
2025-12-23 00:00:00+00:00,88490.03125,88898.3828125,86606.9765625,87414.0,43683011533,87427.01996527778,89437.47061011905,0,1,,
2025-12-24 00:00:00+00:00,87404.3203125,87956.8828125,86411.796875,87611.9609375,25550297986,87559.484375,89155.76376488095,0,1,,
2025-12-25 00:00:00+00:00,87608.3203125,88501.7890625,86949.2578125,87234.7421875,19953216347,87491.79079861111,88922.10267857143,0,1,,
2025-12-26 00:00:00+00:00,87235.5078125,89459.4296875,86628.140625,87301.4296875,42455674908,87620.42100694444,88822.75372023809,0,1,,
2025-12-27 00:00:00+00:00,87301.4296875,87874.78125,87182.9765625,87802.15625,13741199310,87880.38194444444,88752.74330357143,0,1,,
2025-12-28 00:00:00+00:00,87799.34375,87986.890625,87394.953125,87835.8359375,15156557929,87850.65451388889,88630.37165178571,0,1,,
2025-12-29 00:00:00+00:00,87835.7890625,90299.15625,86717.9140625,87138.140625,48411625849,87716.67013888889,88463.60677083333,0,1,,
2025-12-30 00:00:00+00:00,87134.3515625,89297.9375,86735.546875,88430.1328125,35586356225,87695.37934027778,88260.67447916667,1,0,88430.1328125,
2025-12-31 00:00:00+00:00,88429.5859375,89080.2890625,87130.5625,87508.828125,33830210616,87586.35850694444,88045.81175595238,0,1,,87508.828125
2026-01-01 00:00:00+00:00,87508.046875,88803.2265625,87399.40625,88731.984375,18849043990,87732.80121527778,87865.84263392857,1,0,88731.984375,
2026-01-02 00:00:00+00:00,88733.0625,90884.4609375,88298.6171875,89944.6953125,46398906171,87991.99392361111,87850.33221726191,1,0,,
2026-01-03 00:00:00+00:00,89945.0546875,90679.5703125,89328.0703125,90603.1875,20774828592,88366.265625,87864.83110119047,1,0,,
2026-01-04 00:00:00+00:00,90603.0,91712.5859375,90595.1015625,91413.4921875,26770491368,88823.16145833333,88019.03645833333,1,0,,
2026-01-05 00:00:00+00:00,91414.625,94762.0703125,91414.625,93882.5546875,53376407252,89498.76128472222,88374.40662202382,1,0,,
2026-01-06 00:00:00+00:00,93876.9453125,94395.296875,91286.546875,93729.03125,52430605257,90153.56076388889,88654.64694940476,1,0,,
2026-01-07 00:00:00+00:00,93727.46875,93738.7890625,90601.8046875,91308.0546875,43461295053,90616.88454861111,88900.56584821429,1,0,,
2026-01-08 00:00:00+00:00,91309.640625,91485.8515625,89233.875,91027.125,42386697030,90905.43923611111,89165.54761904762,1,0,,
